dataset_id,method_id,label
300520,103455,1
300520,103460,1
300520,103452,1
300520,103436,1
300520,103457,1
300520,103447,1
300520,103459,1
300520,103456,1
300520,103454,1
300520,103437,1
300520,103453,1
300521,102685,1
300521,103432,1
300521,103463,1
300521,103424,1
300521,103426,1
300521,103433,1
300521,103464,1
300521,103465,1
300521,103466,1
300521,103434,1
300521,103467,1
300521,103450,1
300521,103468,1
300521,103436,1
300521,103469,1
300521,103437,1
300521,103295,1
300521,103296,1
300521,103470,1
300521,103435,1
300522,103423,1
300522,103433,1
300522,102685,1
300522,103432,1
300522,103426,1
300522,103424,1
300522,103464,1
300522,103470,1
300522,103471,1
300522,103466,1
300522,103465,1
300522,103450,1
300522,103467,1
300522,103434,1
300522,103472,1
300522,103445,1
300522,103473,1
300522,103474,1
300522,103435,1
300522,103475,1
300522,103476,1
300522,103477,1
300522,103478,1
300522,103479,1
300522,103469,1
300522,103428,1
300522,103480,1
300522,103481,1
300522,103437,1
300522,103482,1
300522,103447,1
300522,103483,1
300522,103295,1
300522,103296,1
300522,103463,1
300522,103468,1
300523,103423,1
300523,103432,1
300523,102685,1
300523,103464,1
300523,103470,1
300523,103424,1
300523,103471,1
300523,103466,1
300523,103433,1
300523,103465,1
300523,103467,1
300523,103434,1
300523,103468,1
300523,103450,1
300523,103472,1
300523,103445,1
300523,103484,1
300523,103473,1
300523,103475,1
300523,103474,1
300523,103435,1
300523,103478,1
300523,103477,1
300523,103476,1
300523,103479,1
300523,103480,1
300523,103436,1
300523,103481,1
300523,103452,1
300523,103469,1
300523,103482,1
300523,103437,1
300523,103447,1
300523,103483,1
300523,103485,1
300523,103454,1
300523,103486,1
300523,103487,1
300523,103294,1
300523,103488,1
300523,103295,1
300523,103489,1
300523,103490,1
300523,103296,1
300523,103491,1
300523,100274,1
300523,103492,1
300523,103493,1
300523,103429,1
300523,103463,1
300524,103423,1
300524,102685,1
300524,103426,1
300524,103432,1
300524,103464,1
300524,103494,1
300524,103470,1
300524,103424,1
300524,103471,1
300524,103466,1
300524,103465,1
300524,103468,1
300524,103467,1
300524,103434,1
300524,103450,1
300524,103472,1
300524,103433,1
300524,103473,1
300524,103435,1
300524,103475,1
300524,103474,1
300524,103484,1
300524,103478,1
300524,103445,1
300524,103476,1
300524,103477,1
300524,103480,1
300524,103479,1
300524,103469,1
300524,103437,1
300524,103481,1
300524,103495,1
300524,103483,1
300524,103447,1
300524,103485,1
300524,103487,1
300524,103486,1
300524,103452,1
300524,103496,1
300524,103497,1
300524,103294,1
300524,103438,1
300524,103490,1
300524,103453,1
300524,103498,1
300524,103295,1
300524,103488,1
300524,103489,1
300524,103499,1
300524,103491,1
300524,100274,1
300524,103296,1
300524,103429,1
300524,103492,1
300524,103463,1
300525,103423,1
300525,103494,1
300525,103432,1
300525,103464,1
300525,103470,1
300525,102685,1
300525,103424,1
300525,103426,1
300525,103466,1
300525,103433,1
300525,103465,1
300525,103467,1
300525,103434,1
300525,103468,1
300525,103450,1
300525,103472,1
300525,103435,1
300525,103475,1
300525,103473,1
300525,103474,1
300525,103458,1
300525,103445,1
300525,103484,1
300525,103477,1
300525,103476,1
300525,103480,1
300525,103479,1
300525,103481,1
300525,103436,1
300525,103469,1
300525,103478,1
300525,103437,1
300525,103485,1
300525,103452,1
300525,103459,1
300525,103447,1
300525,103483,1
300525,103487,1
300525,103496,1
300525,103486,1
300525,103490,1
300525,103454,1
300525,103498,1
300525,103453,1
300525,103497,1
300525,103294,1
300525,103438,1
300525,103295,1
300525,103500,1
300525,103489,1
300525,103491,1
300525,100274,1
300525,103499,1
300525,103429,1
300525,103296,1
300525,103493,1
300525,103492,1
300525,103463,1
300526,102851,1
300526,102852,1
300526,103501,1
300527,103502,1
300528,103503,1
300528,103504,1
300529,103505,1
300530,103505,1
300531,103506,1
300531,103507,1
300531,103508,1
300531,103509,1
300531,103510,1
300531,103511,1
300531,103512,1
300531,103513,1
300531,103514,1
300532,103515,1
300532,103516,1
300532,103517,1
300532,103502,1
300532,103503,1
300532,103509,1
300532,103510,1
300532,103518,1
300532,103519,1
300532,103520,1
300532,103521,1
300532,103506,1
300532,103514,1
300532,103522,1
300532,103523,1
300532,103524,1
300532,103525,1
300532,103526,1
300532,103527,1
300533,103528,1
300533,102731,1
300533,102740,1
300533,103529,1
300533,102738,1
300533,103530,1
300533,101768,1
300534,103531,1
300535,103524,1
300535,103502,1
300536,103519,1
300536,103532,1
300536,103506,1
300536,103518,1
300536,103514,1
300536,103513,1
300536,103522,1
300537,103533,1
300538,103534,1
300538,103535,1
300539,103534,1
300539,103533,1
300539,103536,1
300539,103537,1
300539,103538,1
300539,103539,1
300539,103535,1
300539,103540,1
300539,103541,1
300540,103542,1
300540,103543,1
300540,103544,1
300541,103545,1
300541,103546,1
300541,103547,1
300541,100314,1
300542,103548,1
300542,103544,1
300542,102149,1
300542,101849,1
300542,101861,1
300542,103549,1
300542,103550,1
300542,103542,1
300543,103551,1
300543,103552,1
300543,103553,1
300543,103554,1
300544,103555,1
300544,102151,1
300544,101846,1
300544,100314,1
300544,101848,1
300544,103556,1
300544,103557,1
300545,103558,1
300546,100656,1
300547,102920,1
300547,103559,1
300547,103560,1
300548,103561,1
300548,103562,1
300548,103563,1
300548,103564,1
300549,102934,1
300549,103565,1
300549,102920,1
300549,103566,1
300549,102903,1
300549,103567,1
300549,103568,1
300549,102926,1
300550,103569,1
300550,103570,1
300550,103571,1
300550,103572,1
300550,103573,1
300550,103574,1
300550,103575,1
300550,103576,1
300550,103577,1
300551,102903,1
300551,102907,1
300551,102935,1
300551,103578,1
300551,102937,1
300551,103579,1
300551,103558,1
300551,102944,1
300551,103580,1
300551,103581,1
300552,103582,1
300552,103583,1
300552,102908,1
300552,102904,1
300552,103584,1
300552,102910,1
300552,103585,1
300552,102920,1
300552,103586,1
300552,103587,1
300552,103588,1
300552,103589,1
300552,103590,1
300552,103591,1
300552,102936,1
300552,103592,1
300553,101292,1
300553,101280,1
300553,101279,1
300553,101290,1
300553,103593,1
300554,103594,1
300554,103595,1
300555,103594,1
300555,103595,1
300556,103596,1
300556,103597,1
300557,101280,1
300557,101279,1
300557,103593,1
300557,101290,1
300558,103598,1
300558,103599,1
300558,103600,1
300558,103601,1
300558,103602,1
300558,103603,1
300558,103604,1
300558,103605,1
300558,103595,1
300558,103606,1
300558,103607,1
300558,103608,1
300559,103598,1
300559,103609,1
300559,103599,1
300559,101853,1
300559,103610,1
300559,103611,1
300559,103612,1
300559,103601,1
300559,103613,1
300559,103614,1
300559,103603,1
300559,103615,1
300559,103616,1
300559,103602,1
300559,103617,1
300559,103604,1
300559,103618,1
300559,103594,1
300559,103619,1
300559,103620,1
300559,103605,1
300559,103621,1
300559,103622,1
300559,103623,1
300559,103595,1
300559,103607,1
300559,103624,1
300559,103625,1
300559,103626,1
300559,103543,1
300559,103627,1
300560,103628,1
300560,103629,1
300560,103630,1
300561,103629,1
300561,103630,1
300561,103628,1
300561,103631,1
300562,103628,1
300562,103632,1
300562,103630,1
300562,103633,1
300563,103628,1
300563,103630,1
300563,103632,1
300563,103631,1
300563,103633,1
300564,103634,1
300564,101685,1
300564,101348,1
300564,103635,1
300564,103636,1
300564,103637,1
300564,101344,1
300565,103638,1
300566,103638,1
300567,101866,1
300567,101865,1
300567,101874,1
300567,103639,1
300567,103640,1
300567,103641,1
300567,100711,1
300567,103642,1
300567,103643,1
300567,103644,1
300567,103645,1
300567,103646,1
300567,100390,1
300567,103647,1
300568,101867,1
300568,101871,1
300568,101870,1
300568,101868,1
300568,101866,1
300568,101865,1
300568,101874,1
300568,103648,1
300569,102628,1
300570,102628,1
300570,103649,1
300570,103650,1
300570,101342,1
300570,103639,1
300570,103640,1
300570,103651,1
300570,103652,1
300570,103653,1
300570,103654,1
300570,103642,1
300570,103655,1
300570,103643,1
300570,103644,1
300570,103656,1
300570,103657,1
300570,103645,1
300570,103658,1
300570,103659,1
300570,103660,1
300570,103661,1
300570,103662,1
300570,103663,1
300570,103664,1
300570,103665,1
300570,100659,1
300570,103666,1
300570,103667,1
300570,103668,1
300570,101150,1
300570,103669,1
300570,103670,1
300570,102374,1
300570,103671,1
300570,103672,1
300570,103673,1
300570,102401,1
300570,103674,1
300570,103675,1
300570,103676,1
300570,103677,1
300570,103678,1
300570,101147,1
300570,103679,1
300570,103680,1
300570,102405,1
300570,103681,1
300570,102397,1
300570,103683,1
300570,102407,1
300570,103684,1
300570,102400,1
300570,102412,1
300570,103685,1
300570,103686,1
300570,103687,1
300570,103688,1
300570,102418,1
300570,102417,1
300570,102406,1
300570,103689,1
300570,103690,1
300570,103691,1
300570,103692,1
300570,102408,1
300570,103693,1
300570,102415,1
300570,103694,1
300570,103695,1
300570,103696,1
300570,103697,1
300570,101050,1
300570,103698,1
300570,103699,1
300570,103700,1
300570,103701,1
300570,103702,1
300570,103703,1
300570,103704,1
300570,103705,1
300570,100478,1
300570,103706,1
300570,103707,1
300570,100337,1
300570,103708,1
300570,103709,1
300571,103710,1
300571,103711,1
300571,100497,1
300571,103712,1
300571,100485,1
300571,102628,1
300571,103713,1
300571,103714,1
300571,100876,1
300571,103715,1
300571,103716,1
300571,103717,1
300572,103718,1
300572,103649,1
300572,103719,1
300572,103720,1
300572,100876,1
300572,103721,1
300572,102628,1
300572,103715,1
300572,103722,1
300572,103723,1
300572,103724,1
300572,100481,1
300572,103725,1
300572,103726,1
300572,103711,1
300572,103727,1
300572,103728,1
300572,103729,1
300572,103716,1
300572,103730,1
300572,102631,1
300572,103731,1
300572,103732,1
300572,103733,1
300572,103734,1
300572,103735,1
300572,103736,1
300572,103737,1
300572,103738,1
300572,103739,1
300572,103740,1
300572,103741,1
300572,103742,1
300572,103743,1
300572,100569,1
300572,103744,1
300572,101342,1
300572,103717,1
300572,103745,1
300572,103746,1
300572,103747,1
300572,103748,1
300572,103749,1
300572,102344,1
300572,102386,1
300572,100499,1
300572,100345,1
300572,103750,1
300572,103751,1
300572,103752,1
300572,103753,1
300572,103754,1
300572,103755,1
300572,103756,1
300572,102632,1
300572,103757,1
300572,103758,1
300572,103759,1
300572,103760,1
300572,100343,1
300572,103761,1
300572,103762,1
300572,103763,1
300572,103764,1
300572,103765,1
300572,100338,1
300572,103766,1
300572,102387,1
300572,103767,1
300572,103768,1
300572,102388,1
300572,103769,1
300572,103770,1
300572,103771,1
300572,103772,1
300572,103773,1
300572,102389,1
300572,103639,1
300572,103774,1
300572,103652,1
300572,103640,1
300572,103651,1
300572,103775,1
300572,103642,1
300572,103655,1
300572,103776,1
300572,103643,1
300572,103663,1
300572,103657,1
300572,103777,1
300572,103644,1
300572,103778,1
300572,103779,1
300572,103780,1
300572,103781,1
300572,103666,1
300572,103782,1
300572,103645,1
300572,103662,1
300572,103783,1
300572,103784,1
300572,103785,1
300572,103786,1
300572,103787,1
300572,103671,1
300572,100659,1
300572,103665,1
300572,102405,1
300572,100935,1
300572,103788,1
300572,103669,1
300572,103672,1
300572,102374,1
300572,103691,1
300572,103789,1
300572,102401,1
300572,103674,1
300572,103790,1
300572,103680,1
300572,103791,1
300572,101147,1
300572,103675,1
300572,103792,1
300572,103681,1
300572,103793,1
300572,103794,1
300572,103684,1
300572,103795,1
300572,103796,1
300572,102406,1
300572,103797,1
300572,103677,1
300572,103683,1
300572,103678,1
300572,102400,1
300572,103690,1
300572,102407,1
300572,103685,1
300572,102418,1
300572,103686,1
300572,103798,1
300572,102408,1
300572,102425,1
300572,103799,1
300572,102412,1
300572,103800,1
300572,103688,1
300572,102340,1
300572,103801,1
300572,103692,1
300572,103696,1
300572,103695,1
300572,103802,1
300572,102399,1
300572,103803,1
300572,102417,1
300572,102651,1
300572,102398,1
300572,101050,1
300572,102416,1
300572,103804,1
300572,103698,1
300572,103805,1
300572,102409,1
300572,103806,1
300572,103807,1
300572,103808,1
300572,102420,1
300572,102411,1
300572,102429,1
300572,103700,1
300572,100680,1
300572,103706,1
300572,102288,1
300572,100478,1
300572,103809,1
300572,103810,1
300572,103707,1
300572,103702,1
300572,103704,1
300572,103705,1
300572,103703,1
300572,100337,1
300572,103811,1
300572,103701,1
300572,103812,1
300572,103813,1
300572,103814,1
300572,103815,1
300572,103709,1
300572,103816,1
300572,102361,1
300572,103817,1
300572,103818,1
300572,103819,1
300572,103820,1
300572,103821,1
300572,103822,1
300572,103823,1
300572,103824,1
300573,103825,1
300574,103826,1
300575,103827,1
300575,103828,1
300576,103829,1
300576,103830,1
300577,103825,1
300578,103831,1
300579,103831,1
300580,103831,1
300581,103831,1
300582,103831,1
300583,103831,1
300584,103831,1
300585,103831,1
300586,103832,1
300587,102628,1
300587,103831,1
300588,102628,1
300588,103831,1
300589,103833,1
300589,103834,1
300590,103835,1
300590,101331,1
300591,103836,1
300591,103837,1
300591,103838,1
300592,103839,1
300592,103840,1
300592,100276,1
300592,103841,1
300593,103842,1
300593,103843,1
300593,103844,1
300593,103845,1
300593,101344,1
300594,103846,1
300594,103842,1
300594,103844,1
300594,103843,1
300594,101344,1
300595,103846,1
300595,103842,1
300595,103844,1
300595,103843,1
300595,103845,1
300596,100277,1
300596,100276,1
300596,103847,1
300596,100489,1
300596,103848,1
300597,100277,1
300597,100276,1
300597,103847,1
300597,103848,1
300597,100489,1
300597,103846,1
300597,103842,1
300597,103843,1
300597,103844,1
300597,103845,1
300597,103832,1
300598,103849,1
300598,101307,1
300598,103850,1
300598,101317,1
300598,101316,1
300598,101320,1
300598,101312,1
300598,101321,1
300598,101306,1
300598,101300,1
300598,101314,1
300598,101333,1
300598,101328,1
300598,101330,1
300598,101331,1
300599,100582,1
300599,102353,1
300600,100582,1
300601,100491,1
300602,100491,1
300603,100491,1
300604,100499,1
300605,102630,1
300606,102630,1
300607,103832,1
300608,103832,1
300609,103832,1
300610,103851,1
300610,100499,1
300611,103852,1
300611,103720,1
300612,100491,1
300612,103728,1
300612,102631,1
300613,103853,1
300613,100486,1
300613,103723,1
300613,103854,1
300613,103641,1
300613,101382,1
300613,101376,1
300613,101377,1
300613,101387,1
300613,101385,1
300613,103855,1
300613,100390,1
300613,101381,1
300613,101383,1
300613,101386,1
300613,101369,1
300613,103651,1
300613,103653,1
300613,101395,1
300613,101391,1
300613,101370,1
300613,101394,1
300613,101388,1
300613,101392,1
300613,101384,1
300613,102306,1
300613,101401,1
300613,101389,1
300613,101399,1
300613,101379,1
300613,103856,1
300613,101372,1
300613,101371,1
300613,103857,1
300613,103642,1
300613,101400,1
300613,103643,1
300613,101378,1
300613,103644,1
300613,103858,1
300613,103645,1
300613,103706,1
300613,103859,1
300613,102767,1
300614,103853,1
300614,100486,1
300614,103723,1
300614,101376,1
300614,101399,1
300614,101385,1
300614,101400,1
300614,103706,1
300614,103859,1
300614,102767,1
300615,103853,1
300615,100486,1
300615,103723,1
300616,103851,1
300616,103860,1
300616,103717,1
300617,100491,1
300617,100483,1
300617,102630,1
300617,102631,1
300617,103728,1
300618,100483,1
300618,103861,1
300618,102630,1
300618,102631,1
300618,103851,1
300619,103731,1
300619,103745,1
300619,103862,1
300619,103863,1
300619,103864,1
300619,103865,1
300619,103773,1
300619,102389,1
300619,103663,1
300619,100391,1
300619,103642,1
300619,103643,1
300619,103644,1
300619,103645,1
300619,103866,1
300619,103867,1
300619,103868,1
300619,102397,1
300619,102403,1
300619,103869,1
300619,103686,1
300619,102427,1
300619,103806,1
300619,103804,1
300619,103870,1
300619,102410,1
300619,103871,1
300619,102409,1
300619,103872,1
300619,103873,1
300619,103705,1
300619,103703,1
300619,100478,1
300619,100337,1
300619,103874,1
300619,103707,1
300619,103811,1
300619,103809,1
300619,103706,1
300620,103875,1
300620,103766,1
300620,102632,1
300620,103762,1
300620,103876,1
300620,102386,1
300620,103767,1
300620,102344,1
300621,100483,1
300621,103877,1
300621,103728,1
300621,103851,1
300621,103861,1
300621,102631,1
300621,103746,1
300621,103749,1
300621,103717,1
300621,101866,1
300622,100213,1
300622,103878,1
300622,103879,1
300622,100338,1
300622,103880,1
300622,103763,1
300622,103766,1
300622,103881,1
300622,103876,1
300622,102386,1
300622,103767,1
300623,103753,1
300623,103755,1
300623,103761,1
300623,103875,1
300623,103763,1
300623,100343,1
300623,102632,1
300623,103762,1
300623,103764,1
300623,102386,1
300623,102387,1
300623,103767,1
300623,103770,1
300623,101342,1
300624,103882,1
300624,103883,1
300625,103884,1
300626,103885,1
300626,103641,1
300626,103886,1
300626,103887,1
300626,103858,1
300626,103888,1
300627,103889,1
300628,103890,1
300629,103891,1
300629,103892,1
300630,103893,1
300630,103894,1
300630,100371,1
300630,103895,1
300630,103896,1
300631,101875,1
300631,100504,1
300631,103897,1
300631,103898,1
300631,103899,1
300631,103900,1
300631,103901,1
300631,103902,1
300631,103903,1
300631,103904,1
300631,103905,1
300631,103906,1
300631,103907,1
300631,103908,1
300631,103909,1
300631,103910,1
300631,103911,1
300631,103912,1
300631,103913,1
300631,103914,1
300631,103915,1
300631,103916,1
300631,103917,1
300631,103918,1
300631,103919,1
300631,103920,1
300631,102167,1
300631,101877,1
300631,103921,1
300631,103922,1
300631,103923,1
300631,103924,1
300631,103925,1
300631,103926,1
300631,103927,1
300631,103928,1
300631,103929,1
300631,103930,1
300631,100510,1
300631,100293,1
300631,103931,1
300631,103932,1
300631,103933,1
300631,103934,1
300631,103935,1
300631,103936,1
300631,103937,1
300631,103938,1
300631,100872,1
300631,103939,1
300631,103940,1
300631,103941,1
300631,103942,1
300631,103943,1
300631,103944,1
300631,103858,1
300631,103945,1
300631,102258,1
300631,102042,1
300631,103946,1
300631,103947,1
300631,103948,1
300631,103949,1
300631,103950,1
300631,102253,1
300631,103951,1
300631,103952,1
300632,103953,1
300633,103954,1
300633,103955,1
300634,103956,1
300634,103957,1
300634,103958,1
300634,103959,1
300634,103960,1
300634,103961,1
300634,103962,1
300635,103963,1
300636,103964,1
300636,103965,1
300637,103966,1
300638,103966,1
300639,102168,1
300639,103964,1
300639,103966,1
300640,103322,1
300640,103323,1
300640,102168,1
300640,100511,1
300640,103967,1
300640,103968,1
300640,103969,1
300640,103970,1
300640,103971,1
300640,103972,1
300640,103973,1
300641,103910,1
300641,102167,1
300641,101877,1
300641,103974,1
300641,103975,1
300641,103773,1
300641,103976,1
300641,103977,1
300641,103978,1
300641,103979,1
300641,103980,1
300641,103981,1
300641,103982,1
300641,103983,1
300641,103984,1
300641,103985,1
300641,103986,1
300641,103987,1
300641,103988,1
300641,103989,1
300641,103990,1
300641,103991,1
300641,103992,1
300641,103993,1
300641,103994,1
300641,103995,1
300641,103996,1
300641,103997,1
300641,103998,1
300641,103999,1
300641,104000,1
300641,104001,1
300641,104002,1
300641,104003,1
300641,104004,1
300641,104005,1
300641,104006,1
300641,104007,1
300641,104008,1
300641,104009,1
300641,104010,1
300641,104011,1
300641,104012,1
300641,104013,1
300641,104014,1
300641,104015,1
300641,104016,1
300641,104017,1
300641,104018,1
300641,104019,1
300641,104020,1
300641,104021,1
300641,104022,1
300641,103639,1
300641,104023,1
300641,104024,1
300641,104025,1
300641,104026,1
300641,104027,1
300641,104028,1
300641,104029,1
300641,104030,1
300641,104031,1
300641,104032,1
300641,104033,1
300641,104034,1
300641,104035,1
300641,104036,1
300641,104037,1
300641,103640,1
300641,104038,1
300641,104039,1
300641,104040,1
300641,104041,1
300641,104042,1
300641,103651,1
300641,104043,1
300641,101569,1
300641,103653,1
300641,104044,1
300641,103652,1
300641,104045,1
300641,104046,1
300641,104047,1
300641,104048,1
300641,104049,1
300641,104050,1
300641,104051,1
300641,101568,1
300641,104052,1
300641,104053,1
300641,104054,1
300641,104055,1
300641,104056,1
300641,104057,1
300641,104058,1
300641,104059,1
300641,104060,1
300641,101571,1
300641,104061,1
300641,104062,1
300641,104063,1
300641,104064,1
300641,104065,1
300641,104066,1
300641,104067,1
300641,104068,1
300641,104069,1
300641,104070,1
300641,104071,1
300641,104072,1
300641,104073,1
300641,104074,1
300641,104075,1
300641,104076,1
300641,104077,1
300641,104078,1
300641,104079,1
300641,104080,1
300641,104081,1
300641,104082,1
300641,104083,1
300641,104084,1
300641,104085,1
300641,104086,1
300641,104087,1
300641,104088,1
300641,103642,1
300641,104089,1
300641,104090,1
300641,104091,1
300641,104092,1
300641,104093,1
300641,104094,1
300641,104095,1
300641,103643,1
300641,104096,1
300641,104097,1
300641,104098,1
300641,104099,1
300641,104100,1
300641,104101,1
300641,104102,1
300641,104103,1
300641,104104,1
300641,104105,1
300641,104106,1
300641,104107,1
300641,104108,1
300641,104109,1
300641,104110,1
300641,104111,1
300641,100664,1
300641,104112,1
300641,104113,1
300641,104114,1
300641,104115,1
300641,104116,1
300641,104117,1
300641,104118,1
300641,104119,1
300641,104120,1
300641,104121,1
300641,104122,1
300641,104123,1
300641,103644,1
300641,104124,1
300641,104125,1
300641,104126,1
300641,104127,1
300641,104128,1
300641,104129,1
300641,104130,1
300641,104131,1
300641,103858,1
300641,104132,1
300641,104133,1
300641,104134,1
300641,104135,1
300641,104136,1
300641,104137,1
300641,103645,1
300641,104138,1
300641,104139,1
300641,104140,1
300641,104141,1
300641,104142,1
300641,101859,1
300641,100732,1
300641,104143,1
300641,104144,1
300641,100719,1
300641,104145,1
300641,104146,1
300641,104147,1
300641,104148,1
300641,104149,1
300641,104150,1
300641,104151,1
300641,104152,1
300641,100733,1
300641,100736,1
300641,100717,1
300641,104153,1
300641,104154,1
300641,104155,1
300641,100729,1
300641,100723,1
300641,104156,1
300641,104157,1
300641,104158,1
300641,104159,1
300641,100674,1
300641,103657,1
300641,104160,1
300641,102006,1
300641,104161,1
300641,100714,1
300641,104162,1
300641,100693,1
300641,104163,1
300641,100715,1
300641,100679,1
300641,104164,1
300641,104165,1
300641,104166,1
300641,104167,1
300641,104168,1
300641,104169,1
300641,104170,1
300641,104171,1
300641,104172,1
300641,104173,1
300641,103535,1
300641,100672,1
300641,104174,1
300641,104175,1
300641,104176,1
300641,104177,1
300641,104178,1
300641,104179,1
300641,104180,1
300641,104181,1
300641,104182,1
300641,104183,1
300641,104184,1
300641,100663,1
300641,104186,1
300641,104187,1
300641,104188,1
300641,104189,1
300641,104190,1
300641,104191,1
300641,104192,1
300641,104193,1
300641,104194,1
300641,104195,1
300641,104196,1
300641,104197,1
300641,104198,1
300641,104199,1
300641,104200,1
300641,104201,1
300641,104202,1
300641,103780,1
300641,104203,1
300641,104204,1
300641,104205,1
300641,104206,1
300641,103817,1
300641,104207,1
300641,104208,1
300641,104209,1
300641,104210,1
300641,104211,1
300641,104212,1
300642,103898,1
300642,104213,1
300642,103900,1
300642,103899,1
300642,104214,1
300642,103904,1
300642,103907,1
300642,103901,1
300642,104215,1
300642,103905,1
300642,103906,1
300642,103910,1
300642,103915,1
300642,103912,1
300642,103918,1
300642,103914,1
300642,103913,1
300642,103920,1
300642,102167,1
300642,104216,1
300642,103924,1
300642,101877,1
300642,103925,1
300642,103921,1
300642,104217,1
300642,104218,1
300642,101988,1
300642,104219,1
300642,104220,1
300642,101579,1
300642,101570,1
300642,104221,1
300642,104222,1
300642,101998,1
300642,104223,1
300642,104224,1
300642,101582,1
300642,100364,1
300642,104225,1
300642,101575,1
300642,101576,1
300642,104226,1
300642,104227,1
300642,104228,1
300642,104229,1
300642,104230,1
300642,101580,1
300642,101999,1
300642,104231,1
300642,101937,1
300642,101993,1
300642,101586,1
300642,101938,1
300642,101943,1
300642,104232,1
300642,102011,1
300642,104233,1
300642,104234,1
300642,104235,1
300642,100051,1
300642,104236,1
300642,104237,1
300642,104238,1
300642,100715,1
300642,104239,1
300642,100714,1
300642,100359,1
300642,104240,1
300642,104241,1
300642,100365,1
300642,104242,1
300642,104243,1
300643,104244,1
300643,104245,1
300644,104246,1
300644,103240,1
300644,104247,1
300645,104246,1
300645,104247,1
300645,104244,1
300645,104248,1
300645,104245,1
300646,104246,1
300646,104244,1
300646,104247,1
300646,104248,1
300646,104249,1
300646,104245,1
300647,104244,1
300647,104247,1
300647,104246,1
300647,104248,1
300647,104245,1
300648,104246,1
300648,104244,1
300648,103240,1
300648,104247,1
300648,104248,1
300648,104245,1
300649,103238,1
300649,103242,1
300649,103240,1
300649,103239,1
300649,103241,1
300649,103243,1
300649,103244,1
300650,103238,1
300650,103240,1
300650,103243,1
300650,103242,1
300650,103239,1
300650,103244,1
300650,103241,1
300651,104246,1
300651,104247,1
300651,104250,1
300651,104251,1
300651,104252,1
300651,104253,1
300651,104254,1
300651,103242,1
300651,104255,1
300651,103241,1
300651,104256,1
300651,101394,1
300651,104249,1
300652,101423,1
300653,101423,1
300654,101423,1
300655,101423,1
300656,104257,1
300657,104258,1
300658,104259,1
300658,104260,1
300658,104261,1
300658,104262,1
300658,104263,1
300658,104264,1
300658,101431,1
300658,104265,1
300658,104266,1
300659,104259,1
300659,104260,1
300659,104261,1
300659,101431,1
300659,104262,1
300659,104264,1
300659,104265,1
300659,104263,1
300659,104266,1
300660,104259,1
300660,104260,1
300660,104261,1
300660,104262,1
300660,104266,1
300660,101431,1
300660,104265,1
300660,104263,1
300660,104264,1
300661,104259,1
300661,104260,1
300661,104261,1
300661,104265,1
300661,104264,1
300661,101431,1
300661,104263,1
300661,104266,1
300661,104262,1
300662,104259,1
300662,104260,1
300662,104261,1
300662,104264,1
300662,101431,1
300662,104263,1
300662,104266,1
300662,104262,1
300662,104265,1
300663,104259,1
300663,104260,1
300663,104261,1
300663,104263,1
300663,104264,1
300663,101431,1
300663,104265,1
300663,104262,1
300663,104266,1
300664,104259,1
300664,104261,1
300664,104267,1
300664,101431,1
300664,104263,1
300665,104259,1
300665,104261,1
300665,104267,1
300665,104262,1
300665,101431,1
300665,104266,1
300665,104263,1
300665,104265,1
300666,104259,1
300666,104261,1
300666,104267,1
300666,104268,1
300666,101431,1
300666,104263,1
300667,104269,1
300667,104270,1
300667,104271,1
300667,104272,1
300667,101428,1
300668,104273,1
300668,101907,1
300668,104274,1
300668,101434,1
300668,104275,1
300668,104276,1
300668,103241,1
300669,103364,1
300670,103936,1
300670,103928,1
300670,104243,1
300671,104277,1
300671,104278,1
300671,104279,1
300671,104280,1
300672,104277,1
300672,104281,1
300672,104278,1
300672,104280,1
300672,104282,1
300672,104279,1
300673,104283,1
300674,104284,1
300674,104285,1
300674,104286,1
300674,104287,1
300674,104288,1
300674,104289,1
300674,104290,1
300675,104284,1
300675,104285,1
300675,104286,1
300675,104291,1
300675,104287,1
300675,104292,1
300675,104293,1
300675,104289,1
300675,104294,1
300676,104295,1
300676,104296,1
300676,104297,1
300676,101538,1
300677,104295,1
300677,104296,1
300677,104297,1
300677,101538,1
300678,104298,1
300678,104299,1
300679,104298,1
300679,104299,1
300680,104298,1
300680,104299,1
300681,104300,1
300681,104301,1
300681,104302,1
300681,104303,1
300681,104304,1
300682,104305,1
300682,104306,1
300682,104307,1
300682,103705,1
300682,100390,1
300682,104308,1
300682,104309,1
300682,100391,1
300682,103779,1
300682,104310,1
300682,102397,1
300682,104311,1
300682,104312,1
300682,103671,1
300682,100659,1
300682,104313,1
300682,102403,1
300682,102406,1
300682,102374,1
300682,101147,1
300682,102400,1
300682,102407,1
300682,102408,1
300682,102412,1
300682,100684,1
300682,102651,1
300682,102425,1
300682,103663,1
300682,103801,1
300682,102416,1
300682,101038,1
300682,103680,1
300682,103698,1
300682,103793,1
300682,102411,1
300682,103799,1
300682,103722,1
300682,102429,1
300682,104314,1
300682,100481,1
300682,104315,1
300682,104316,1
300682,104317,1
300682,104318,1
300682,104319,1
300682,104320,1
300682,104321,1
300682,102967,1
300682,104322,1
300683,103773,1
300683,102389,1
300684,104323,1
300684,104324,1
300685,102837,1
300685,104325,1
300685,104326,1
300685,104327,1
300685,104328,1
300685,104329,1
300685,104330,1
300685,104331,1
300685,100039,1
300685,104332,1
300685,104333,1
300685,104334,1
300686,104335,1
